Solar profiles by country ,,,,
1kWp ,,,,
JRC ,,,,
country,azimuth,date,hour,Value
Austria,0,01/01/2023,0,0
Austria,0,01/01/2023,1,0
Austria,0,01/01/2023,2,0
Austria,0,01/01/2023,3,0
Austria,0,01/01/2023,4,0
Austria,0,01/01/2023,5,0
Austria,0,01/01/2023,6,0
Austria,0,01/01/2023,7,0.08516
Austria,0,01/01/2023,8,0.36922
Austria,0,01/01/2023,9,0.49585
Austria,0,01/01/2023,10,0.39131
Austria,0,01/01/2023,11,0.58956
Austria,0,01/01/2023,12,0.31772
Austria,0,01/01/2023,13,0.34779
Austria,0,01/01/2023,14,0.11335
Austria,0,01/01/2023,15,0
Austria,0,01/01/2023,16,0
Austria,0,01/01/2023,17,0
Austria,0,01/01/2023,18,0
Austria,0,01/01/2023,19,0
Austria,0,01/01/2023,20,0
Austria,0,01/01/2023,21,0
Austria,0,01/01/2023,22,0
Austria,0,01/01/2023,23,0
Austria,0,02/01/2023,0,0
Austria,0,02/01/2023,1,0
Austria,0,02/01/2023,2,0
Austria,0,02/01/2023,3,0
Austria,0,02/01/2023,4,0
Austria,0,02/01/2023,5,0
Austria,0,02/01/2023,6,0
Austria,0,02/01/2023,7,0.00164
Austria,0,02/01/2023,8,0.13949
Austria,0,02/01/2023,9,0.09449
Austria,0,02/01/2023,10,0.06198
Austria,0,02/01/2023,11,0.10045
Austria,0,02/01/2023,12,0.0359
Austria,0,02/01/2023,13,0.04418
Austria,0,02/01/2023,14,0.01144
Austria,0,02/01/2023,15,0
Austria,0,02/01/2023,16,0
Austria,0,02/01/2023,17,0
Austria,0,02/01/2023,18,0
Austria,0,02/01/2023,19,0
Austria,0,02/01/2023,20,0
Austria,0,02/01/2023,21,0
Austria,0,02/01/2023,22,0
Austria,0,02/01/2023,23,0
Austria,0,03/01/2023,0,0
Austria,0,03/01/2023,1,0
Austria,0,03/01/2023,2,0
Austria,0,03/01/2023,3,0
Austria,0,03/01/2023,4,0
Austria,0,03/01/2023,5,0
Austria,0,03/01/2023,6,0
Austria,0,03/01/2023,7,0
Austria,0,03/01/2023,8,0.0495
Austria,0,03/01/2023,9,0.3708
Austria,0,03/01/2023,10,0.1603
Austria,0,03/01/2023,11,0.10768
Austria,0,03/01/2023,12,0.04902
Austria,0,03/01/2023,13,0.10294
Austria,0,03/01/2023,14,0.03845
Austria,0,03/01/2023,15,0
Austria,0,03/01/2023,16,0
Austria,0,03/01/2023,17,0
Austria,0,03/01/2023,18,0
Austria,0,03/01/2023,19,0
Austria,0,03/01/2023,20,0
Austria,0,03/01/2023,21,0
Austria,0,03/01/2023,22,0
Austria,0,03/01/2023,23,0
Austria,0,04/01/2023,0,0
Austria,0,04/01/2023,1,0
Austria,0,04/01/2023,2,0
Austria,0,04/01/2023,3,0
Austria,0,04/01/2023,4,0
Austria,0,04/01/2023,5,0
Austria,0,04/01/2023,6,0
Austria,0,04/01/2023,7,0.06911
Austria,0,04/01/2023,8,0.33068
Austria,0,04/01/2023,9,0.53153
Austria,0,04/01/2023,10,0.63596
Austria,0,04/01/2023,11,0.63374
Austria,0,04/01/2023,12,0.31574
Austria,0,04/01/2023,13,0.37111
Austria,0,04/01/2023,14,0.15492
Austria,0,04/01/2023,15,0
Austria,0,04/01/2023,16,0
Austria,0,04/01/2023,17,0
Austria,0,04/01/2023,18,0
Austria,0,04/01/2023,19,0
Austria,0,04/01/2023,20,0
Austria,0,04/01/2023,21,0
Austria,0,04/01/2023,22,0
Austria,0,04/01/2023,23,0
Austria,0,05/01/2023,0,0
Austria,0,05/01/2023,1,0
Austria,0,05/01/2023,2,0
Austria,0,05/01/2023,3,0
Austria,0,05/01/2023,4,0
Austria,0,05/01/2023,5,0
Austria,0,05/01/2023,6,0
Austria,0,05/01/2023,7,0.09404
Austria,0,05/01/2023,8,0.02475
Austria,0,05/01/2023,9,0.16936
Austria,0,05/01/2023,10,0.06674
Austria,0,05/01/2023,11,0.02469
Austria,0,05/01/2023,12,0.08012
Austria,0,05/01/2023,13,0.33668
Austria,0,05/01/2023,14,0.24342
Austria,0,05/01/2023,15,0
Austria,0,05/01/2023,16,0
Austria,0,05/01/2023,17,0
Austria,0,05/01/2023,18,0
Austria,0,05/01/2023,19,0
Austria,0,05/01/2023,20,0
Austria,0,05/01/2023,21,0
Austria,0,05/01/2023,22,0
Austria,0,05/01/2023,23,0
Austria,0,06/01/2023,0,0
Austria,0,06/01/2023,1,0
Austria,0,06/01/2023,2,0
Austria,0,06/01/2023,3,0
Austria,0,06/01/2023,4,0
Austria,0,06/01/2023,5,0
Austria,0,06/01/2023,6,0
Austria,0,06/01/2023,7,0
Austria,0,06/01/2023,8,0.04528
Austria,0,06/01/2023,9,0.05377
Austria,0,06/01/2023,10,0.09244
Austria,0,06/01/2023,11,0.34325
Austria,0,06/01/2023,12,0.26724
Austria,0,06/01/2023,13,0.23256
Austria,0,06/01/2023,14,0.16213
Austria,0,06/01/2023,15,0
Austria,0,06/01/2023,16,0
Austria,0,06/01/2023,17,0
Austria,0,06/01/2023,18,0
Austria,0,06/01/2023,19,0
Austria,0,06/01/2023,20,0
Austria,0,06/01/2023,21,0
Austria,0,06/01/2023,22,0
Austria,0,06/01/2023,23,0
Austria,0,07/01/2023,0,0
Austria,0,07/01/2023,1,0
Austria,0,07/01/2023,2,0
Austria,0,07/01/2023,3,0
Austria,0,07/01/2023,4,0
Austria,0,07/01/2023,5,0
Austria,0,07/01/2023,6,0
Austria,0,07/01/2023,7,0.06494
Austria,0,07/01/2023,8,0.34928
Austria,0,07/01/2023,9,0.51685
Austria,0,07/01/2023,10,0.23399
Austria,0,07/01/2023,11,0.10733
Austria,0,07/01/2023,12,0.32202
Austria,0,07/01/2023,13,0.22653
Austria,0,07/01/2023,14,0.25221
Austria,0,07/01/2023,15,0
Austria,0,07/01/2023,16,0
Austria,0,07/01/2023,17,0
Austria,0,07/01/2023,18,0
Austria,0,07/01/2023,19,0
Austria,0,07/01/2023,20,0
Austria,0,07/01/2023,21,0
Austria,0,07/01/2023,22,0
Austria,0,07/01/2023,23,0
Austria,0,08/01/2023,0,0
Austria,0,08/01/2023,1,0
Austria,0,08/01/2023,2,0
Austria,0,08/01/2023,3,0
Austria,0,08/01/2023,4,0
Austria,0,08/01/2023,5,0
Austria,0,08/01/2023,6,0
Austria,0,08/01/2023,7,0
Austria,0,08/01/2023,8,0.0123
Austria,0,08/01/2023,9,0.16022
Austria,0,08/01/2023,10,0.03643
Austria,0,08/01/2023,11,0.01707
Austria,0,08/01/2023,12,0.02275
Austria,0,08/01/2023,13,0.06315
Austria,0,08/01/2023,14,0.00771
Austria,0,08/01/2023,15,0
Austria,0,08/01/2023,16,0
Austria,0,08/01/2023,17,0
Austria,0,08/01/2023,18,0
Austria,0,08/01/2023,19,0
Austria,0,08/01/2023,20,0
Austria,0,08/01/2023,21,0
Austria,0,08/01/2023,22,0
Austria,0,08/01/2023,23,0
Austria,0,09/01/2023,0,0
Austria,0,09/01/2023,1,0
Austria,0,09/01/2023,2,0
Austria,0,09/01/2023,3,0
Austria,0,09/01/2023,4,0
Austria,0,09/01/2023,5,0
Austria,0,09/01/2023,6,0
Austria,0,09/01/2023,7,0.00115
Austria,0,09/01/2023,8,0.12525
Austria,0,09/01/2023,9,0.0239
Austria,0,09/01/2023,10,0.09191
Austria,0,09/01/2023,11,0.08034
Austria,0,09/01/2023,12,0.04987
Austria,0,09/01/2023,13,0.03971
Austria,0,09/01/2023,14,0.01612
Austria,0,09/01/2023,15,0
Austria,0,09/01/2023,16,0
Austria,0,09/01/2023,17,0
Austria,0,09/01/2023,18,0
Austria,0,09/01/2023,19,0
Austria,0,09/01/2023,20,0
Austria,0,09/01/2023,21,0
Austria,0,09/01/2023,22,0
Austria,0,09/01/2023,23,0
Austria,0,10/01/2023,0,0
Austria,0,10/01/2023,1,0
Austria,0,10/01/2023,2,0
Austria,0,10/01/2023,3,0
Austria,0,10/01/2023,4,0
Austria,0,10/01/2023,5,0
Austria,0,10/01/2023,6,0
Austria,0,10/01/2023,7,0.00162
Austria,0,10/01/2023,8,0.04715
Austria,0,10/01/2023,9,0.0795
Austria,0,10/01/2023,10,0.11516
Austria,0,10/01/2023,11,0.31454
Austria,0,10/01/2023,12,0.28683
Austria,0,10/01/2023,13,0.09245
Austria,0,10/01/2023,14,0.01891
Austria,0,10/01/2023,15,0
Austria,0,10/01/2023,16,0
Austria,0,10/01/2023,17,0
Austria,0,10/01/2023,18,0
Austria,0,10/01/2023,19,0
Austria,0,10/01/2023,20,0
Austria,0,10/01/2023,21,0
Austria,0,10/01/2023,22,0
Austria,0,10/01/2023,23,0
Austria,0,11/01/2023,0,0
Austria,0,11/01/2023,1,0
Austria,0,11/01/2023,2,0
Austria,0,11/01/2023,3,0
Austria,0,11/01/2023,4,0
Austria,0,11/01/2023,5,0
Austria,0,11/01/2023,6,0
Austria,0,11/01/2023,7,0.08952
Austria,0,11/01/2023,8,0.34976
Austria,0,11/01/2023,9,0.50281
Austria,0,11/01/2023,10,0.35903
Austria,0,11/01/2023,11,0.13619
Austria,0,11/01/2023,12,0.06379
Austria,0,11/01/2023,13,0.0713
Austria,0,11/01/2023,14,0.07896
Austria,0,11/01/2023,15,0
Austria,0,11/01/2023,16,0
Austria,0,11/01/2023,17,0
Austria,0,11/01/2023,18,0
Austria,0,11/01/2023,19,0
Austria,0,11/01/2023,20,0
Austria,0,11/01/2023,21,0
Austria,0,11/01/2023,22,0
Austria,0,11/01/2023,23,0
Austria,0,12/01/2023,0,0
Austria,0,12/01/2023,1,0
Austria,0,12/01/2023,2,0
Austria,0,12/01/2023,3,0
Austria,0,12/01/2023,4,0
Austria,0,12/01/2023,5,0
Austria,0,12/01/2023,6,0
Austria,0,12/01/2023,7,0.10978
Austria,0,12/01/2023,8,0.35862
Austria,0,12/01/2023,9,0.55167
Austria,0,12/01/2023,10,0.61706
Austria,0,12/01/2023,11,0.53586
Austria,0,12/01/2023,12,0.28438
Austria,0,12/01/2023,13,0.44623
Austria,0,12/01/2023,14,0.04815
Austria,0,12/01/2023,15,0
Austria,0,12/01/2023,16,0
Austria,0,12/01/2023,17,0
Austria,0,12/01/2023,18,0
Austria,0,12/01/2023,19,0
Austria,0,12/01/2023,20,0
Austria,0,12/01/2023,21,0
Austria,0,12/01/2023,22,0
Austria,0,12/01/2023,23,0
Austria,0,13/01/2023,0,0
Austria,0,13/01/2023,1,0
Austria,0,13/01/2023,2,0
Austria,0,13/01/2023,3,0
Austria,0,13/01/2023,4,0
Austria,0,13/01/2023,5,0
Austria,0,13/01/2023,6,0
Austria,0,13/01/2023,7,0.00371
Austria,0,13/01/2023,8,0.19869
Austria,0,13/01/2023,9,0.12182
Austria,0,13/01/2023,10,0.05819
Austria,0,13/01/2023,11,0.15392
Austria,0,13/01/2023,12,0.09108
Austria,0,13/01/2023,13,0.17737
Austria,0,13/01/2023,14,0.01594
Austria,0,13/01/2023,15,0
Austria,0,13/01/2023,16,0
Austria,0,13/01/2023,17,0
Austria,0,13/01/2023,18,0
Austria,0,13/01/2023,19,0
Austria,0,13/01/2023,20,0
Austria,0,13/01/2023,21,0
Austria,0,13/01/2023,22,0
Austria,0,13/01/2023,23,0
Austria,0,14/01/2023,0,0
Austria,0,14/01/2023,1,0
Austria,0,14/01/2023,2,0
Austria,0,14/01/2023,3,0
Austria,0,14/01/2023,4,0
Austria,0,14/01/2023,5,0
Austria,0,14/01/2023,6,0
Austria,0,14/01/2023,7,0.07668
Austria,0,14/01/2023,8,0.3859
Austria,0,14/01/2023,9,0.55912
Austria,0,14/01/2023,10,0.63865
Austria,0,14/01/2023,11,0.67963
Austria,0,14/01/2023,12,0.3405
Austria,0,14/01/2023,13,0.49132
Austria,0,14/01/2023,14,0.27997
Austria,0,14/01/2023,15,0
Austria,0,14/01/2023,16,0
Austria,0,14/01/2023,17,0
Austria,0,14/01/2023,18,0
Austria,0,14/01/2023,19,0
Austria,0,14/01/2023,20,0
Austria,0,14/01/2023,21,0
Austria,0,14/01/2023,22,0
Austria,0,14/01/2023,23,0
Austria,0,15/01/2023,0,0
Austria,0,15/01/2023,1,0
Austria,0,15/01/2023,2,0
Austria,0,15/01/2023,3,0
Austria,0,15/01/2023,4,0
Austria,0,15/01/2023,5,0
Austria,0,15/01/2023,6,0
Austria,0,15/01/2023,7,0.00036
Austria,0,15/01/2023,8,0.02943
Austria,0,15/01/2023,9,0.12029
Austria,0,15/01/2023,10,0.04077
Austria,0,15/01/2023,11,0.02548
Austria,0,15/01/2023,12,0.01475
Austria,0,15/01/2023,13,0.01407
Austria,0,15/01/2023,14,0.00951
Austria,0,15/01/2023,15,0
Austria,0,15/01/2023,16,0
Austria,0,15/01/2023,17,0
Austria,0,15/01/2023,18,0
Austria,0,15/01/2023,19,0
Austria,0,15/01/2023,20,0
Austria,0,15/01/2023,21,0
Austria,0,15/01/2023,22,0
Austria,0,15/01/2023,23,0
Austria,0,16/01/2023,0,0
Austria,0,16/01/2023,1,0
Austria,0,16/01/2023,2,0
Austria,0,16/01/2023,3,0
Austria,0,16/01/2023,4,0
Austria,0,16/01/2023,5,0
Austria,0,16/01/2023,6,0
Austria,0,16/01/2023,7,0.01575
Austria,0,16/01/2023,8,0.09462
Austria,0,16/01/2023,9,0.12222
Austria,0,16/01/2023,10,0.33143
Austria,0,16/01/2023,11,0.45
Austria,0,16/01/2023,12,0.10508
Austria,0,16/01/2023,13,0.03709
Austria,0,16/01/2023,14,0.01498
Austria,0,16/01/2023,15,0
Austria,0,16/01/2023,16,0
Austria,0,16/01/2023,17,0
Austria,0,16/01/2023,18,0
Austria,0,16/01/2023,19,0
Austria,0,16/01/2023,20,0
Austria,0,16/01/2023,21,0
Austria,0,16/01/2023,22,0
Austria,0,16/01/2023,23,0
Austria,0,17/01/2023,0,0
Austria,0,17/01/2023,1,0
Austria,0,17/01/2023,2,0
Austria,0,17/01/2023,3,0
Austria,0,17/01/2023,4,0
Austria,0,17/01/2023,5,0
Austria,0,17/01/2023,6,0
Austria,0,17/01/2023,7,0.04003
Austria,0,17/01/2023,8,0.02685
Austria,0,17/01/2023,9,0.08572
Austria,0,17/01/2023,10,0.13298
Austria,0,17/01/2023,11,0.11644
Austria,0,17/01/2023,12,0.05208
Austria,0,17/01/2023,13,0.08649
Austria,0,17/01/2023,14,0.05732
Austria,0,17/01/2023,15,0
Austria,0,17/01/2023,16,0
Austria,0,17/01/2023,17,0
Austria,0,17/01/2023,18,0
Austria,0,17/01/2023,19,0
Austria,0,17/01/2023,20,0
Austria,0,17/01/2023,21,0
Austria,0,17/01/2023,22,0
Austria,0,17/01/2023,23,0
Austria,0,18/01/2023,0,0
Austria,0,18/01/2023,1,0
Austria,0,18/01/2023,2,0
Austria,0,18/01/2023,3,0
Austria,0,18/01/2023,4,0
Austria,0,18/01/2023,5,0
Austria,0,18/01/2023,6,0
Austria,0,18/01/2023,7,0.00318
Austria,0,18/01/2023,8,0.27503
Austria,0,18/01/2023,9,0.54063
Austria,0,18/01/2023,10,0.1403
Austria,0,18/01/2023,11,0.03831
Austria,0,18/01/2023,12,0.26555
Austria,0,18/01/2023,13,0.54707
Austria,0,18/01/2023,14,0.34155
Austria,0,18/01/2023,15,0
Austria,0,18/01/2023,16,0
Austria,0,18/01/2023,17,0
Austria,0,18/01/2023,18,0
Austria,0,18/01/2023,19,0
Austria,0,18/01/2023,20,0
Austria,0,18/01/2023,21,0
Austria,0,18/01/2023,22,0
Austria,0,18/01/2023,23,0
Austria,0,19/01/2023,0,0
Austria,0,19/01/2023,1,0
Austria,0,19/01/2023,2,0
Austria,0,19/01/2023,3,0
Austria,0,19/01/2023,4,0
Austria,0,19/01/2023,5,0
Austria,0,19/01/2023,6,0
Austria,0,19/01/2023,7,0.00963
Austria,0,19/01/2023,8,0.05675
Austria,0,19/01/2023,9,0.15479
Austria,0,19/01/2023,10,0.44306
Austria,0,19/01/2023,11,0.20417
Austria,0,19/01/2023,12,0.05972
Austria,0,19/01/2023,13,0.0516
Austria,0,19/01/2023,14,0.04071
Austria,0,19/01/2023,15,0
Austria,0,19/01/2023,16,0
Austria,0,19/01/2023,17,0
Austria,0,19/01/2023,18,0
Austria,0,19/01/2023,19,0
Austria,0,19/01/2023,20,0
Austria,0,19/01/2023,21,0
Austria,0,19/01/2023,22,0
Austria,0,19/01/2023,23,0
Austria,0,20/01/2023,0,0
Austria,0,20/01/2023,1,0
Austria,0,20/01/2023,2,0
Austria,0,20/01/2023,3,0
Austria,0,20/01/2023,4,0
Austria,0,20/01/2023,5,0
Austria,0,20/01/2023,6,0
Austria,0,20/01/2023,7,0.0391
Austria,0,20/01/2023,8,0.21254
Austria,0,20/01/2023,9,0.21363
Austria,0,20/01/2023,10,0.40736
Austria,0,20/01/2023,11,0.51889
Austria,0,20/01/2023,12,0.27429
Austria,0,20/01/2023,13,0.21823
Austria,0,20/01/2023,14,0.11013
Austria,0,20/01/2023,15,0
Austria,0,20/01/2023,16,0
Austria,0,20/01/2023,17,0
Austria,0,20/01/2023,18,0
Austria,0,20/01/2023,19,0
Austria,0,20/01/2023,20,0
Austria,0,20/01/2023,21,0
Austria,0,20/01/2023,22,0
Austria,0,20/01/2023,23,0
Austria,0,21/01/2023,0,0
Austria,0,21/01/2023,1,0
Austria,0,21/01/2023,2,0
Austria,0,21/01/2023,3,0
Austria,0,21/01/2023,4,0
Austria,0,21/01/2023,5,0
Austria,0,21/01/2023,6,0
Austria,0,21/01/2023,7,0
Austria,0,21/01/2023,8,0.0318
Austria,0,21/01/2023,9,0.26606
Austria,0,21/01/2023,10,0.11463
Austria,0,21/01/2023,11,0.29146
Austria,0,21/01/2023,12,0.03001
Austria,0,21/01/2023,13,0.08899
Austria,0,21/01/2023,14,0.01114
Austria,0,21/01/2023,15,0
Austria,0,21/01/2023,16,0
Austria,0,21/01/2023,17,0
Austria,0,21/01/2023,18,0
Austria,0,21/01/2023,19,0
Austria,0,21/01/2023,20,0
Austria,0,21/01/2023,21,0
Austria,0,21/01/2023,22,0
Austria,0,21/01/2023,23,0
Austria,0,22/01/2023,0,0
Austria,0,22/01/2023,1,0
Austria,0,22/01/2023,2,0
Austria,0,22/01/2023,3,0
Austria,0,22/01/2023,4,0
Austria,0,22/01/2023,5,0
Austria,0,22/01/2023,6,0
Austria,0,22/01/2023,7,0
Austria,0,22/01/2023,8,0.0287
Austria,0,22/01/2023,9,0.03327
Austria,0,22/01/2023,10,0.08564
Austria,0,22/01/2023,11,0.088
Austria,0,22/01/2023,12,0.10749
Austria,0,22/01/2023,13,0.08713
Austria,0,22/01/2023,14,0.12491
Austria,0,22/01/2023,15,0
Austria,0,22/01/2023,16,0
Austria,0,22/01/2023,17,0
Austria,0,22/01/2023,18,0
Austria,0,22/01/2023,19,0
Austria,0,22/01/2023,20,0
Austria,0,22/01/2023,21,0
Austria,0,22/01/2023,22,0
Austria,0,22/01/2023,23,0
Austria,0,23/01/2023,0,0
Austria,0,23/01/2023,1,0
Austria,0,23/01/2023,2,0
Austria,0,23/01/2023,3,0
Austria,0,23/01/2023,4,0
Austria,0,23/01/2023,5,0
Austria,0,23/01/2023,6,0
Austria,0,23/01/2023,7,0.00609
Austria,0,23/01/2023,8,0.01186
Austria,0,23/01/2023,9,0.04739
Austria,0,23/01/2023,10,0.06022
Austria,0,23/01/2023,11,0.01589
Austria,0,23/01/2023,12,0.03991
Austria,0,23/01/2023,13,0.0801
Austria,0,23/01/2023,14,0.05386
Austria,0,23/01/2023,15,0
Austria,0,23/01/2023,16,0
Austria,0,23/01/2023,17,0
Austria,0,23/01/2023,18,0
Austria,0,23/01/2023,19,0
Austria,0,23/01/2023,20,0
Austria,0,23/01/2023,21,0
Austria,0,23/01/2023,22,0
Austria,0,23/01/2023,23,0
Austria,0,24/01/2023,0,0
Austria,0,24/01/2023,1,0
Austria,0,24/01/2023,2,0
Austria,0,24/01/2023,3,0
Austria,0,24/01/2023,4,0
Austria,0,24/01/2023,5,0
Austria,0,24/01/2023,6,0
Austria,0,24/01/2023,7,0.0043
Austria,0,24/01/2023,8,0.00915
Austria,0,24/01/2023,9,0.08945
Austria,0,24/01/2023,10,0.03984
Austria,0,24/01/2023,11,0.05649
Austria,0,24/01/2023,12,0.05558
Austria,0,24/01/2023,13,0.06292
Austria,0,24/01/2023,14,0.02439
Austria,0,24/01/2023,15,0
Austria,0,24/01/2023,16,0
Austria,0,24/01/2023,17,0
Austria,0,24/01/2023,18,0
Austria,0,24/01/2023,19,0
Austria,0,24/01/2023,20,0
Austria,0,24/01/2023,21,0
Austria,0,24/01/2023,22,0
Austria,0,24/01/2023,23,0
Austria,0,25/01/2023,0,0
Austria,0,25/01/2023,1,0
Austria,0,25/01/2023,2,0
Austria,0,25/01/2023,3,0
Austria,0,25/01/2023,4,0
Austria,0,25/01/2023,5,0
Austria,0,25/01/2023,6,0
Austria,0,25/01/2023,7,0.00725
Austria,0,25/01/2023,8,0.04199
Austria,0,25/01/2023,9,0.04541
Austria,0,25/01/2023,10,0.04131
Austria,0,25/01/2023,11,0.04042
Austria,0,25/01/2023,12,0.03416
Austria,0,25/01/2023,13,0.03035
Austria,0,25/01/2023,14,0.01503
Austria,0,25/01/2023,15,0
Austria,0,25/01/2023,16,0
Austria,0,25/01/2023,17,0
Austria,0,25/01/2023,18,0
Austria,0,25/01/2023,19,0
Austria,0,25/01/2023,20,0
Austria,0,25/01/2023,21,0
Austria,0,25/01/2023,22,0
Austria,0,25/01/2023,23,0
Austria,0,26/01/2023,0,0
Austria,0,26/01/2023,1,0
Austria,0,26/01/2023,2,0
Austria,0,26/01/2023,3,0
Austria,0,26/01/2023,4,0
Austria,0,26/01/2023,5,0
Austria,0,26/01/2023,6,0
Austria,0,26/01/2023,7,0.0079
Austria,0,26/01/2023,8,0.03771
Austria,0,26/01/2023,9,0.04157
Austria,0,26/01/2023,10,0.03671
Austria,0,26/01/2023,11,0.03898
Austria,0,26/01/2023,12,0.0366
Austria,0,26/01/2023,13,0.02516
Austria,0,26/01/2023,14,0.01168
Austria,0,26/01/2023,15,0
Austria,0,26/01/2023,16,0
Austria,0,26/01/2023,17,0
Austria,0,26/01/2023,18,0
Austria,0,26/01/2023,19,0
Austria,0,26/01/2023,20,0
Austria,0,26/01/2023,21,0
Austria,0,26/01/2023,22,0
Austria,0,26/01/2023,23,0
Austria,0,27/01/2023,0,0
Austria,0,27/01/2023,1,0
Austria,0,27/01/2023,2,0
Austria,0,27/01/2023,3,0
Austria,0,27/01/2023,4,0
Austria,0,27/01/2023,5,0
Austria,0,27/01/2023,6,0
Austria,0,27/01/2023,7,0.03007
Austria,0,27/01/2023,8,0.01466
Austria,0,27/01/2023,9,0.07621
Austria,0,27/01/2023,10,0.06856
Austria,0,27/01/2023,11,0.12828
Austria,0,27/01/2023,12,0.16652
Austria,0,27/01/2023,13,0.13349
Austria,0,27/01/2023,14,0.05913
Austria,0,27/01/2023,15,0.00079
Austria,0,27/01/2023,16,0
Austria,0,27/01/2023,17,0
Austria,0,27/01/2023,18,0
Austria,0,27/01/2023,19,0
Austria,0,27/01/2023,20,0
Austria,0,27/01/2023,21,0
Austria,0,27/01/2023,22,0
Austria,0,27/01/2023,23,0
Austria,0,28/01/2023,0,0
Austria,0,28/01/2023,1,0
Austria,0,28/01/2023,2,0
Austria,0,28/01/2023,3,0
Austria,0,28/01/2023,4,0
Austria,0,28/01/2023,5,0
Austria,0,28/01/2023,6,0
Austria,0,28/01/2023,7,0.03525
Austria,0,28/01/2023,8,0.06194
Austria,0,28/01/2023,9,0.03724
Austria,0,28/01/2023,10,0.02943
Austria,0,28/01/2023,11,0.16358
Austria,0,28/01/2023,12,0.10323
Austria,0,28/01/2023,13,0.02183
Austria,0,28/01/2023,14,0.01817
Austria,0,28/01/2023,15,0.00489
Austria,0,28/01/2023,16,0
Austria,0,28/01/2023,17,0
Austria,0,28/01/2023,18,0
Austria,0,28/01/2023,19,0
Austria,0,28/01/2023,20,0
Austria,0,28/01/2023,21,0
Austria,0,28/01/2023,22,0
Austria,0,28/01/2023,23,0
Austria,0,29/01/2023,0,0
Austria,0,29/01/2023,1,0
Austria,0,29/01/2023,2,0
Austria,0,29/01/2023,3,0
Austria,0,29/01/2023,4,0
Austria,0,29/01/2023,5,0
Austria,0,29/01/2023,6,0
Austria,0,29/01/2023,7,0.02151
Austria,0,29/01/2023,8,0.09826
Austria,0,29/01/2023,9,0.08533
Austria,0,29/01/2023,10,0.15328
Austria,0,29/01/2023,11,0.10072
Austria,0,29/01/2023,12,0.47189
Austria,0,29/01/2023,13,0.37119
Austria,0,29/01/2023,14,0.12998
Austria,0,29/01/2023,15,0.01076
Austria,0,29/01/2023,16,0
Austria,0,29/01/2023,17,0
Austria,0,29/01/2023,18,0
Austria,0,29/01/2023,19,0
Austria,0,29/01/2023,20,0
Austria,0,29/01/2023,21,0
Austria,0,29/01/2023,22,0
Austria,0,29/01/2023,23,0
Austria,0,30/01/2023,0,0
Austria,0,30/01/2023,1,0
Austria,0,30/01/2023,2,0
Austria,0,30/01/2023,3,0
Austria,0,30/01/2023,4,0
Austria,0,30/01/2023,5,0
Austria,0,30/01/2023,6,0
Austria,0,30/01/2023,7,0.02635
Austria,0,30/01/2023,8,0.09759
Austria,0,30/01/2023,9,0.08401
Austria,0,30/01/2023,10,0.12914
Austria,0,30/01/2023,11,0.59545
Austria,0,30/01/2023,12,0.31581
Austria,0,30/01/2023,13,0.04345
Austria,0,30/01/2023,14,0.01495
Austria,0,30/01/2023,15,0.14553
Austria,0,30/01/2023,16,0
Austria,0,30/01/2023,17,0
Austria,0,30/01/2023,18,0
Austria,0,30/01/2023,19,0
Austria,0,30/01/2023,20,0
Austria,0,30/01/2023,21,0
Austria,0,30/01/2023,22,0
Austria,0,30/01/2023,23,0
Austria,0,31/01/2023,0,0
Austria,0,31/01/2023,1,0
Austria,0,31/01/2023,2,0
Austria,0,31/01/2023,3,0
Austria,0,31/01/2023,4,0
Austria,0,31/01/2023,5,0
Austria,0,31/01/2023,6,0
Austria,0,31/01/2023,7,0.02755
Austria,0,31/01/2023,8,0.34607
Austria,0,31/01/2023,9,0.14063
Austria,0,31/01/2023,10,0.07321
Austria,0,31/01/2023,11,0.21467
Austria,0,31/01/2023,12,0.14364
Austria,0,31/01/2023,13,0.06623
Austria,0,31/01/2023,14,0.07624
Austria,0,31/01/2023,15,0.00363
Austria,0,31/01/2023,16,0
Austria,0,31/01/2023,17,0
Austria,0,31/01/2023,18,0
Austria,0,31/01/2023,19,0
Austria,0,31/01/2023,20,0
Austria,0,31/01/2023,21,0
Austria,0,31/01/2023,22,0
Austria,0,31/01/2023,23,0
Austria,0,01/02/2023,0,0
Austria,0,01/02/2023,1,0
Austria,0,01/02/2023,2,0
Austria,0,01/02/2023,3,0
Austria,0,01/02/2023,4,0
Austria,0,01/02/2023,5,0
Austria,0,01/02/2023,6,0
Austria,0,01/02/2023,7,0.00535
Austria,0,01/02/2023,8,0.04177
Austria,0,01/02/2023,9,0.03543
Austria,0,01/02/2023,10,0.0963
Austria,0,01/02/2023,11,0.16322
Austria,0,01/02/2023,12,0.03458
Austria,0,01/02/2023,13,0.59709
Austria,0,01/02/2023,14,0.36574
Austria,0,01/02/2023,15,0.14291
Austria,0,01/02/2023,16,0
Austria,0,01/02/2023,17,0
Austria,0,01/02/2023,18,0
Austria,0,01/02/2023,19,0
Austria,0,01/02/2023,20,0
Austria,0,01/02/2023,21,0
Austria,0,01/02/2023,22,0
Austria,0,01/02/2023,23,0
Austria,0,02/02/2023,0,0
Austria,0,02/02/2023,1,0
Austria,0,02/02/2023,2,0
Austria,0,02/02/2023,3,0
Austria,0,02/02/2023,4,0
Austria,0,02/02/2023,5,0
Austria,0,02/02/2023,6,0
